# Profile Compression settings. Method: Sum Points, using 1 datapoints
# Profile Smoothing is Disabled
#	total	HfO_2-	TiO_2-	AlO_2-	SiO_2-	
#	N/A	212.0111	79.9684	59.0045	59.9875	
#Sputter Time (s)	Intensity	Intensity(Background Corrected)	Intensity(Background Corrected)	Intensity(Background Corrected)	Intensity(Background Corrected)	
0	270115	34.0349	35.0374	1418.49	1493.98	
1	383296	40.0546	544.208	935.15	3292.11	
2	464098	86.2201	641.888	776.082	5384.56	
3	532548	118.45	887.206	756.127	7956.39	
4	581677	190.099	1298.88	717.375	10433	
5	607340	225.526	1716.09	670.415	12341.6	
6	626047	266.116	2350.44	643.372	13900.9	
7	638482	353.748	3120.15	712.034	15348.8	
8	649085	418.26	3939.93	604.828	16432.2	
9	635938	472.678	4563.01	590.356	16703.8	
10	641236	573.875	5493.05	595.563	17435.1	
11	627494	626.781	6082.35	510.755	17190.3	
12	635374	717.395	7370.05	562.407	18372.6	
13	621434	768.656	8030.76	490.109	18405.2	
14	612235	844.297	8722.09	467.514	18495	
15	599007	945.728	9260.65	441.818	18127.6	
16	592293	998.741	10171	411.036	18171.1	
17	591548	1057.22	11049.4	420.323	18412.1	
18	586517	1143.93	11861.6	418.238	18219.8	
19	583702	1225.69	12540.9	419.256	18029.9	
20	578977	1225.69	13138.4	392.596	18521	
21	578947	1414.3	13524.5	430.547	17835.1	
22	571746	1379.37	14015.6	390.566	17942.2	
23	570361	1471.11	14743.9	368.016	17376.7	
24	558218	1490.57	14926.4	350.701	16981.4	
25	558383	1559.88	15480.4	415.141	17217.3	
26	556519	1643.64	15824.2	364.97	16761.8	
27	557196	1803.66	16285.9	386.495	16711	
28	554259	1842.53	16633.8	386.498	16167.6	
29	550775	1870.67	16511	392.61	16189.4	
30	541825	1907.61	17208.1	349.682	15819.6	
31	543726	2033.06	17447.9	359.899	15977.6	
32	541846	2161.42	17651	379.313	15467.9	
33	534377	2087.45	17808.8	364.968	14926.9	
34	522294	2087.51	17233.7	340.48	14427.1	
35	524229	2150.08	17620.6	314.995	14009.7	
36	531160	2310.36	17867.3	319.082	13957.5	
37	522761	2309.2	18838	310.904	13862.9	
38	527361	2466.66	18643.8	362.96	13765.2	
39	517510	2469.99	18263.9	340.492	13200.9	
40	514638	2525.99	18593.3	341.512	13229.4	
41	516914	2676.03	19029.6	320.085	12761.9	
42	511722	2697.19	18606	322.129	12733.1	
43	503691	2645.43	18820.3	327.236	12359.3	
44	491574	2657.08	18627.4	343.567	11910	
45	500852	2946.7	18712.7	317.005	11841.8	
46	477693	2845.08	18018	308.88	10994.1	
47	487372	2929.8	18787.2	308.891	11248.1	
48	488818	3033.11	18713.7	269.178	11012.6	
49	477641	3023.36	18048.6	302.764	10546.9	
50	472258	3031.73	17966.5	283.427	10134	
51	480160	3113.8	18343	299.709	10015.7	
52	487227	3521.78	19000.9	296.654	10444.4	
53	492317	3651.18	19338.1	298.692	10265.8	
54	486190	3593.76	18878.4	288.517	10014.5	
55	483992	3639.79	18859.4	282.404	9808.13	
56	482316	3763.92	18692.3	283.423	9435.85	
57	488505	3859.94	19267.9	298.709	9593.29	
58	482951	3946.27	18954.3	283.425	9234.22	
59	471039	3863.65	18874.6	264.113	9119.38	
60	466015	3994.23	18730.8	246.845	8747.05	
61	464419	4018.92	18430.4	254.968	8360.69	
62	464226	4139.52	18570.2	273.257	8438.21	
63	470403	4264.3	18465.3	301.757	8236.19	
64	469611	4338.99	18389.2	269.191	7966.57	
65	462337	4336.05	18953.2	281.399	8032.68	
66	462517	4532.75	18546.8	295.641	7695.19	
67	450278	4337.4	17644.6	250.903	7348.5	
68	445262	4417.25	17938	268.178	7277.39	
69	445837	4423.59	17724	272.248	7054.35	
70	444824	4564.1	17709.3	255.988	6970.58	
71	439399	4738.29	17948.3	278.34	6725.48	
72	438909	4722.65	17549.9	284.454	6640.45	
73	442349	4837.74	17333	255.987	6373.81	
74	456952	5304.93	17886.2	263.096	6788.29	
75	449769	5305.13	17723.4	274.275	6517.75	
76	445997	5422.47	17465.6	247.852	6361.99	
77	442246	5456.48	16942.3	288.511	6253.53	
78	450353	5692.61	16988.1	230.608	6245	
79	438826	5466.36	17087.8	251.924	6058.96	
80	440705	5752.02	17415.7	280.383	5948.96	
81	442611	5753.26	17064.6	264.101	5878.97	
82	438339	5851.75	16802.3	251.913	5917.78	
83	440664	6046.01	16898.9	225.54	5579.9	
84	430825	5741.95	16208.9	270.21	5498.66	
85	429954	6126.74	16282.3	239.741	5269.72	
86	426017	6143.78	15991.9	242.785	5425.1	
87	415549	5875.51	15725	253.949	4991.46	
88	416655	6048.56	15683.6	220.476	4835.51	
89	421508	6043.24	15519.9	227.561	4950.36	
90	409511	5932.93	15109	236.71	4660.45	
91	415954	6302.68	15243.7	219.463	4812.83	
92	424241	6491.27	15412.4	244.817	4818.48	
93	421206	6598.22	15512.2	244.816	4774.3	
94	417219	6733.02	14946.8	228.586	4674.95	
95	417223	6905.37	14870.7	234.668	4524.43	
96	416524	6908.13	14948.9	231.618	4537.6	
97	409838	6743.59	14296.1	233.646	4337.27	
98	408066	7105.89	14579.8	209.321	4360.99	
99	400260	6794.27	14022.4	194.142	4093.53	
100	398103	6986.27	13993.9	195.151	4165.46	
101	401412	7123.02	13836.8	219.446	4142.58	
102	386877	6886.62	13438.2	214.389	3847.3	
103	379974	6687.43	12811.4	194.146	3726.64	
104	379994	6682.67	13063.3	217.435	3663.74	
105	375659	6722.87	12781.2	209.342	3589.61	
106	371717	6761.63	12101.2	196.169	3574.92	
107	369521	6858.23	12206.4	188.073	3542.47	
108	363685	7031.46	11762.3	187.063	3408.02	
109	358929	6856.75	11629.8	191.101	3349.38	
110	355973	6510.98	11235	200.209	3271.49	
111	348291	6703.29	10971.3	171.896	3099.79	
112	353797	7104.9	10764.7	164.823	3124.02	
113	350781	7100.79	10718.1	163.81	3071.19	
114	351180	7145.57	10912	187.062	3145.73	
115	357931	7498.48	10859.1	179.978	3147.11	
116	355855	7423.71	10927.1	183.013	3151.82	
117	358596	7689.11	10763.5	185.04	3123.89	
118	358705	7744.2	10656.6	157.754	3100.74	
119	353633	7707.8	10619.9	182.007	3088.7	
120	351399	7452.5	10362.3	186.052	3001.13	
121	350321	7943.29	10227.1	153.718	2986.36	
122	351897	7983.84	10144.3	184.029	3060.75	
123	349876	7985.2	10150.7	159.773	2888.03	
124	351596	8165.38	9915.51	187.062	2939.56	
125	347714	7974.6	10059	178.972	2871.89	
126	345772	8104.83	9561.87	189.084	2891.59	
127	343920	8103.3	9558.59	147.662	2853.27	
128	345114	8202.93	9448.68	167.867	2870.37	
129	339682	8157.74	9278.14	139.593	2816.41	
130	339056	8162.96	8933.42	158.761	2721.87	
131	339455	8319.06	9050.88	148.67	2796.17	
132	339878	8162.71	9141.86	166.845	2655.82	
133	340515	8483.13	8948.48	155.734	2692.98	
134	342005	8566.2	8658.56	158.767	2852.22	
135	336528	8585.96	8565.52	159.775	2661.79	
136	334337	8691.27	8223.01	165.831	2649.81	
137	328914	8607.87	8132.59	136.566	2600.04	
138	330180	8748.53	8030.5	154.728	2553.33	
139	332766	8829.46	7966.64	150.684	2625.48	
140	321865	8235.86	7596.02	131.527	2485.32	
141	330747	8696.8	7889.89	147.661	2520.1	
142	324406	8669.96	7498.3	142.619	2554.47	
143	324313	8573.8	7507.37	139.589	2575.35	
144	330806	8980.47	7487.11	143.627	2592.08	
145	326696	9069.64	7502.32	141.609	2550.57	
146	328341	9189.08	7341.31	120.438	2603.7	
147	327514	9176.48	7167.67	149.672	2534.99	
148	323471	8845.21	7014.46	144.636	2498.1	
149	323329	9135.87	7022.06	148.672	2642.52	
150	320635	8928.47	6766.64	137.572	2522.93	
151	319622	9053.61	6554.38	107.351	2574.71	
152	315736	8844.63	6641.62	120.439	2471.85	
153	310834	8607.67	6393.74	126.485	2502.28	
154	318222	9204.06	6466.08	143.627	2529.26	
155	316524	9185.42	6185.36	134.546	2466.71	
156	312523	8966.81	6079.55	141.61	2542.61	
157	309310	8636.36	6065.41	138.583	2489.78	
158	304805	8694.73	5774.04	115.405	2389.17	
159	303083	8693.54	5749.88	132.534	2499.78	
160	298962	8652.81	5406.96	126.486	2250.19	
161	300775	8381.66	5401.03	127.492	2383.54	
162	298625	8490.29	5288.7	127.495	2404.52	
163	298825	8434.49	5099.95	130.518	2483.27	
164	296060	8397.07	5250.13	130.518	2418.44	
165	292031	8213.37	4935.23	115.405	2403.06	
166	291896	8331.85	4959.58	118.427	2369.55	
167	296432	8528.41	4919.01	114.398	2522.77	
168	295736	8381.95	4914.51	117.419	2423.01	
169	295574	8515.61	4750.76	115.405	2398.89	
170	293868	8427.47	4755.17	91.2537	2447.12	
171	291699	8368.93	4609.71	126.487	2397.11	
172	289954	8266.75	4441.62	108.357	2472.68	
173	289270	8289.61	4512.92	116.413	2449.6	
174	290200	8197.53	4448.86	98.2943	2479.99	
175	296885	8655.39	4352.06	114.398	2558.82	
176	293079	8469.18	4239.01	98.2941	2619.05	
177	299156	8550.1	4370.93	131.517	2648.24	
178	299199	8859.79	4173.93	114.398	2725.74	
179	295903	8607.74	4099.9	115.405	2757.22	
180	295702	8856.8	4107.68	109.36	2720.45	
181	298798	8836.24	4085.66	111.376	2743.47	
182	288761	8345.73	4001.37	99.3003	2634.97	
183	284227	7978.37	3780.95	111.378	2576.35	
184	283711	8200.75	3651.72	77.1812	2632.97	
185	281776	8082.55	3598.18	88.2371	2681.17	
186	281053	7888.11	3504.57	89.2425	2519.6	
187	286195	8168.72	3632.75	107.351	2622.37	
188	284118	8070.98	3427.01	101.312	2782.11	
189	279884	7924.4	3434.22	102.316	2749.64	
190	277099	7933.48	3224.47	87.2317	2790.94	
191	276188	7740.59	3301.57	108.357	2753.02	
192	272502	7534.98	3136.24	88.2372	2676.66	
193	277113	7880.6	3264.69	108.358	2647.24	
194	275571	7776.92	3188.17	110.371	2661	
195	272084	7552.27	2974.56	119.431	2733.16	
196	273199	7626.92	2949.4	96.2812	2696.51	
197	269243	7500.67	2879.1	104.331	2733.1	
198	269480	7424.42	2826.35	123.46	2673.95	
199	269604	7577.65	2804.16	118.427	2797.04	
200	267965	7591.89	2764.86	117.417	2793.04	
201	263166	7220.65	2670.42	76.1768	2638.49	
202	259725	7058.84	2622.05	106.344	2736.36	
203	257662	6886.91	2486.48	86.2251	2720.47	
204	255793	6939.97	2366.02	91.2514	2659	
205	255704	6634.7	2391.48	101.313	2574.27	
206	250891	6494.29	2309.37	88.2372	2720.29	
207	254028	6616.59	2352.03	85.2209	2576.39	
208	253101	6716.25	2307.51	110.371	2691.69	
209	256287	6736.92	2206.07	94.2707	2681.01	
210	252465	6576.67	2228.97	106.344	2610.67	
211	253128	6580.76	2192.35	97.2883	2700.4	
212	252131	6688.34	2087.51	95.2762	2668.06	
213	251379	6624.41	2077.29	106.344	2792.27	
214	252199	6401.38	2080.7	105.338	2783.19	
215	251140	6571.56	2008.33	89.2426	2788.92	
216	253058	6391.06	2047.94	96.2828	2830.1	
217	250731	6405.78	1930.38	101.313	2617.71	
218	249219	6144.47	1876.47	88.2414	2812.28	
219	247091	6118.23	1824.15	90.2474	2802.97	
220	245206	6173.83	1835.26	83.2089	2743.56	
221	243707	5916.05	1802.63	87.2318	2642.37	
222	242661	6018.67	1808.21	87.2314	2743.56	
223	245273	5881.96	1704.69	100.309	2677.61	
224	243968	5855.83	1663.68	101.312	2738.83	
225	243966	5865.54	1658.15	85.2213	2699.71	
226	243985	5770.25	1636.03	79.1911	2720.12	
227	242547	5686.19	1550.07	79.1911	2705.77	
228	244949	5670.11	1601.91	95.2765	2749.91	
229	244074	5703.86	1573.26	96.2824	2760.31	
230	240714	5647.21	1554.56	94.2698	2664.53	
231	239901	5364.45	1468.92	92.2592	2800.8	
232	239321	5436.77	1444.88	104.331	2771.33	
233	236975	5396.36	1384.06	86.2251	2624.76	
