# Profile Compression settings. Method: Sum Points, using 1 datapoints
# Profile Smoothing is Disabled
#	H+	Al+	Ho+	
#	1.0078	26.9849	164.9254	
#Sputter Time (s)	Intensity(Background Corrected)	Intensity(Background Corrected)	Intensity(Background Corrected)	
0	978.655	36291.3	248.426	
1	0	8.00342	8.00134	
2	0	8.00574	8.00177	
3	0	4.00147	2.00012	
4	0	7.00449	6.00092	
5	0	11.0084	1.00003	
6	0	7.00363	0	
7	0	6.0033	0	
8	0	8.00635	1.00003	
9	0	1.0004	0	
10	0	9.00412	0	
11	0	7.00321	0	
12	0	4.00073	1.00003	
13	0	3.00156	0	
14	0	5.0026	0	
15	0	8.0044	0	
16	0	9.00687	0	
17	0	6.00293	0	
18	0	7.00235	0	
19	0	8.00537	0	
20	0	8.00464	0	
21	0	4.00098	0	
22	0	12.0073	0	
23	0	6.0066	0	
24	0	4.00147	0	
25	0	9.00467	0	
26	0	6.00293	0	
27	0	9.0084	0	
28	0	9.00742	0	
29	0	12.0081	0	
30	0	12.0073	0	
31	0	5.00186	0	
32	0	6.0022	0	
33	0	14.0128	0	
34	0	7.0029	0	
35	0	9.00687	0	
36	0	5.00351	0	
37	0	6.0044	0	
38	0	10.0067	0	
39	0	9.00302	0	
40	0	3.00211	0	
41	0	9.00797	0	
42	0	3.00119	0	
43	0	7.00406	0	
44	0	13.0161	0	
45	0	15.0115	1.00003	
46	0	6.0033	0	
47	0	12.0088	0	
48	0	9.00797	0	
49	0	11.0077	0	
50	0	4.00147	1.00003	
51	0	4.00171	0	
52	0	14.012	1.00003	
53	0	5.00198	1.00003	
54	0	6.00293	0	
55	0	12.0139	0	
56	0	7.0062	0	
57	0	4.00073	0	
58	0	9.00577	0	
59	0	13.0115	0	
60	0	9.00687	0	
61	0	9.00522	0	
62	0	4.00269	0	
63	0	13.0123	0	
64	0	11.0071	0	
65	0	3.00174	1.00003	
66	0	8.00684	0	
67	0	10.0098	1.00003	
68	0	4.00244	0	
69	0	8.00586	1.00003	
70	0	10.0086	1.00003	
71	0	11.0111	0	
72	0	10.0098	0	
73	0	11.0104	0	
74	0	10.011	0	
75	0	12.0103	0	
76	0	6.00366	0	
77	0	9.00632	1.00003	
78	0	7.00449	0	
79	0	5.00198	1.00003	
80	0	11.0097	0	
81	0	13.0099	1.00003	
82	0	11.0057	0	
83	0	10.0086	0	
84	0	10.0055	0	
85	0	5.00339	0	
86	0	14.0145	0	
87	0	11.0097	1.00003	
88	0	11.0064	0	
89	0	14.012	0	
90	0	9.00412	0	
